carrier_group,reporting_airport,origin_destination,n_flights,n_cancelled,n_ge_3h,p_ge_3h,p_cancelled,avg_delay_min
Delta Airlines,HEATHROW,SALT LAKE CITY,252,11,2.78571445,0.01105442242063492,0.04182509505703422,12.805555555555555
easyJet,GATWICK,MARSEILLE,518,6,5.72580641,0.011053680328185328,0.011450381679389313,22.28185328185328
Jet2.com,BRISTOL,ALICANTE,181,0,2.00000016,0.011049724640883978,0.0,13.05524861878453
easyJet,BRISTOL,BELFAST CITY (GEORGE BEST),181,0,2.0000000599999996,0.011049724088397788,0.0,14.292817679558011
easyJet,BELFAST CITY (GEORGE BEST),BRISTOL,181,0,2.0000000599999996,0.011049724088397788,0.0,11.922651933701658
Emerald Airlines Uk Ltd,BELFAST CITY (GEORGE BEST),CARDIFF WALES,350,6,3.8642114800000003,0.01104060422857143,0.016853932584269662,10.811428571428571
United Airlines,HEATHROW,LOS ANGELES INTERNATIONAL,363,2,3.99999948,0.011019282314049587,0.005479452054794521,9.911845730027549
Loganair Ltd,ABERDEEN,DUBLIN,420,7,4.62370369,0.01100881830952381,0.01639344262295082,15.973809523809523
Wizz Air,LUTON,VARNA,269,1,2.95454565,0.010983441078066914,0.003703703703703704,12.20446096654275
easyJet,BIRMINGHAM,TENERIFE (SURREINA SOFIA),163,2,1.7897436700000002,0.010980022515337425,0.012121212121212121,16.257668711656443
Delta Airlines,HEATHROW,DETROIT,365,2,3.9999998300000006,0.010958903643835618,0.005449591280653951,16.427397260273974
