carrier_group,reporting_airport,origin_destination,month,n_flights,n_cancelled,n_ge_3h,p_ge_3h,p_cancelled,avg_delay_min
Sas,MANCHESTER,STOCKHOLM (ARLANDA),3,26,0,0.0,0.0,0.0,2.0
British Airways,HEATHROW,CAIRO,9,60,0,0.0,0.0,0.0,6.0
easyJet,LUTON,BERLIN BRANDENBURG,12,30,0,0.0,0.0,0.0,8.0
Jet2.com,STANSTED,RHODES,8,40,0,0.0,0.0,0.0,23.0
British Airways,HEATHROW,CAIRO,5,58,0,0.0,0.0,0.0,6.0
Jetblue Airways Corporation,HEATHROW,NEW YORK (JF KENNEDY),12,62,0,0.0,0.0,0.0,16.0
easyJet,GATWICK,BORDEAUX,9,56,0,0.0,0.0,0.0,26.0
Wizz Air,LUTON,TIMISOARA,6,30,0,0.0,0.0,0.0,3.0
easyJet,ISLE OF MAN,GATWICK,5,62,0,0.0,0.0,0.0,7.0
Ryanair,STANSTED,RIGA,7,53,1,0.0,0.0,0.018518518518518517,18.0
Jet2.com,LIVERPOOL (JOHN LENNON),PALMA DE MALLORCA,7,40,0,0.0,0.0,0.0,25.0
easyJet,BIRMINGHAM,EDINBURGH,1,91,4,0.0,0.0,0.042105263157894736,13.0
British Airways,HEATHROW,HAMBURG,4,113,0,0.0,0.0,0.0,6.0
easyJet,EDINBURGH,STANSTED,6,87,0,0.0,0.0,0.0,7.0
British Airways,HEATHROW,WARSAW (CHOPIN),9,81,0,0.0,0.0,0.0,16.0
easyJet,LUTON,TENERIFE (SURREINA SOFIA),6,40,0,0.0,0.0,0.0,7.0
Wizz Air,LUTON,KATOWICE,1,61,0,0.0,0.0,0.0,14.0
easyJet,GATWICK,ABERDEEN,10,61,2,0.0,0.0,0.031746031746031744,12.0
El Al,HEATHROW,TEL AVIV,12,69,0,0.0,0.0,0.0,7.0
Klm,CARDIFF WALES,AMSTERDAM,2,57,1,0.0,0.0,0.017241379310344827,6.0
British Airways,HEATHROW,GENEVA,5,173,2,0.0,0.0,0.011428571428571429,8.0
Cathay Pacific Airways,HEATHROW,HONG KONG (CHEK LAP KOK),1,153,0,0.0,0.0,0.0,4.0
Wizz Air,LUTON,CRAIOVA,6,38,0,0.0,0.0,0.0,4.0
British Airways,HEATHROW,BERLIN BRANDENBURG,6,183,1,0.0,0.0,0.005434782608695652,9.0
Jet2.com,STANSTED,MALAGA,10,27,0,0.0,0.0,0.0,11.0
Italia Traspoto Aereo,LONDON CITY,MILAN (LINATE),8,121,1,0.0,0.0,0.00819672131147541,3.0
Ryanair,NEWCASTLE,ALICANTE,12,29,0,0.0,0.0,0.0,3.0
Loganair Ltd,EDINBURGH,SUMBURGH,12,40,4,0.0,0.0,0.09090909090909091,10.0
Jet2.com,BIRMINGHAM,ARRECIFE,4,34,0,0.0,0.0,0.0,4.0
Ryanair,LEEDS BRADFORD,DUBLIN,2,56,0,0.0,0.0,0.0,5.0
Ryanair,GATWICK,CORK,6,30,0,0.0,0.0,0.0,9.0
Jet2.com,BIRMINGHAM,CORFU,8,31,1,0.0,0.0,0.03125,33.0
Ryanair,EDINBURGH,MALAGA,3,34,0,0.0,0.0,0.0,9.411764705882353
Jet2.com,GLASGOW,ALICANTE,8,31,0,0.0,0.0,0.0,7.0
Srilankan Airlines,HEATHROW,COLOMBO,9,30,0,0.0,0.0,0.0,3.0
Ryanair,STANSTED,ANCONA,10,25,0,0.0,0.0,0.0,27.0
British Airways,GATWICK,KOS,10,30,0,0.0,0.0,0.0,16.0
Ryanair,BIRMINGHAM,FARO,5,40,0,0.0,0.0,0.0,9.0
British Airways,HEATHROW,PITTSBURGH,8,31,0,0.0,0.0,0.0,16.0
British Airways,EDINBURGH,LONDON CITY,9,198,3,0.0,0.0,0.014925373134328358,16.0
British Airways,HEATHROW,TORONTO,6,60,0,0.0,0.0,0.0,10.0
easyJet,GATWICK,NAPLES,6,90,2,0.0,0.0,0.021739130434782608,25.0
British Airways,LONDON CITY,BERLIN BRANDENBURG,6,99,0,0.0,0.0,0.0,5.0
British Airways,HEATHROW,ABERDEEN,2,212,0,0.0,0.0,0.0,3.0
British Airways,HEATHROW,DALLAS/FORT WORTH,1,27,1,0.0,0.0,0.03571428571428571,22.0
easyJet,MANCHESTER,BELFAST CITY (GEORGE BEST),12,29,0,0.0,0.0,0.0,36.0
British Airways,GATWICK,JERSEY,8,46,0,0.0,0.0,0.0,7.0
Loganair Ltd,BIRMINGHAM,ABERDEEN,11,67,5,0.0,0.0,0.06944444444444445,19.0
Virgin Atlantic Airways Ltd,HEATHROW,ATLANTA,11,30,0,0.0,0.0,0.0,4.0
Ryanair,MANCHESTER,SANDEFJORD(TORP),5,27,0,0.0,0.0,0.0,4.0
British Airways,GLASGOW,LONDON CITY,7,104,2,0.0,0.0,0.018867924528301886,9.0
easyJet,GATWICK,MILAN (LINATE),10,51,0,0.0,0.0,0.0,14.0
Ryanair,MANCHESTER,MILAN (MALPENSA),7,38,0,0.0,0.0,0.0,46.0
Air Canada,HEATHROW,MONTREAL (DORVAL),10,49,0,0.0,0.0,0.0,5.0
Ryanair,GLASGOW,DUBLIN,7,97,0,0.0,0.0,0.0,9.0
British Airways,HEATHROW,DUBAI,4,90,0,0.0,0.0,0.0,7.0
Ryanair,STANSTED,POZNAN,1,41,0,0.0,0.0,0.0,21.0
TUI Airways,GATWICK,KOS,8,30,0,0.0,0.0,0.0,18.0
Jet2.com,NEWCASTLE,PALMA DE MALLORCA,6,46,0,0.0,0.0,0.0,18.0
easyJet,BELFAST INTERNATIONAL,ALICANTE,10,36,0,0.0,0.0,0.0,19.0
United Airlines,EDINBURGH,WASHINGTON (DULLES),10,29,0,0.0,0.0,0.0,24.0
Lufthansa,BIRMINGHAM,FRANKFURT MAIN,7,112,0,0.0,0.0,0.0,12.0
British Airways,EDINBURGH,LONDON CITY,11,188,1,0.0,0.0,0.005291005291005291,5.0
easyJet,JERSEY,GATWICK,12,123,1,0.0,0.0,0.008064516129032258,7.0
easyJet,BELFAST INTERNATIONAL,MALAGA,12,25,0,0.0,0.0,0.0,15.0
easyJet,GATWICK,NICE,1,29,0,0.0,0.0,0.0,9.0
Sunexpress,STANSTED,ANTALYA,7,45,0,0.0,0.0,0.0,25.0
Aer Lingus,LIVERPOOL (JOHN LENNON),DUBLIN,4,53,0,0.0,0.0,0.0,5.0
Eurowings Luftverkehrs,HEATHROW,STUTTGART,4,78,0,0.0,0.0,0.0,6.0
Aer Lingus,HEATHROW,SHANNON,12,83,2,0.0,0.0,0.023529411764705882,18.0
easyJet,BOURNEMOUTH,GENEVA,2,27,0,0.0,0.0,0.0,11.925925925925926
easyJet,GATWICK,PISA,6,69,0,0.0,0.0,0.0,30.0
Ryanair,STANSTED,RIGA,4,57,0,0.0,0.0,0.0,9.0
easyJet,LUTON,LISBON,10,87,0,0.0,0.0,0.0,32.0
British Airways,HEATHROW,NICE,1,182,2,0.0,0.0,0.010869565217391304,8.0
Ryanair,STANSTED,PALERMO,3,35,0,0.0,0.0,0.0,11.0
British Airways,LONDON CITY,FRANKFURT MAIN,11,61,0,0.0,0.0,0.0,6.0
Ryanair,STANSTED,LODZ LUBLINEK,3,34,0,0.0,0.0,0.0,5.0
Wizz Air,LUTON,IASI,5,62,0,0.0,0.0,0.0,5.0
Loganair Ltd,MANCHESTER,INVERNESS,7,42,0,0.0,0.0,0.0,2.0
Jet2.com,STANSTED,PAPHOS,10,27,0,0.0,0.0,0.0,9.0
Lufthansa City Airlines Gmbh,MANCHESTER,MUNICH,9,56,1,0.0,0.0,0.017543859649122806,24.0
Aer Lingus,HEATHROW,DUBLIN,6,343,0,0.0,0.0,0.0,9.0
Wizz Air,LUTON,SOFIA,9,45,0,0.0,0.0,0.0,24.0
Loganair Ltd,ISLE OF MAN,BIRMINGHAM,8,26,1,0.0,0.0,0.037037037037037035,13.0
Jet2.com,NEWCASTLE,PALMA DE MALLORCA,8,67,0,0.0,0.0,0.0,13.0
Egypt Air,MANCHESTER,CAIRO,2,28,0,0.0,0.0,0.0,15.0
easyJet,STANSTED,GLASGOW,4,56,0,0.0,0.0,0.0,6.0
easyJet,GATWICK,MADRID,9,47,0,0.0,0.0,0.0,17.0
easyJet,GATWICK,LAS PALMAS,2,41,0,0.0,0.0,0.0,13.0
British Airways,HEATHROW,BUENOS AIRES,6,30,0,0.0,0.0,0.0,9.0
Wizz Air,LUTON,ISTANBUL,10,31,0,0.0,0.0,0.0,8.0
British Airways,HEATHROW,GOTEBORG (LANDVETTER),8,52,0,0.0,0.0,0.0,7.0
easyJet,MANCHESTER,HURGHADA,4,26,0,0.0,0.0,0.0,8.0
Ryanair,NEWCASTLE,DUBLIN,6,47,0,0.0,0.0,0.0,14.0
Air Canada,HEATHROW,DELHI,3,26,1,0.0,0.0,0.037037037037037035,0.0
Brussels Airlines,MANCHESTER,BRUSSELS,2,51,2,0.0,0.0,0.03773584905660377,8.0
easyJet,LUTON,BELFAST CITY (GEORGE BEST),11,25,0,0.0,0.0,0.0,1.0
Vueling,GATWICK,BARCELONA,4,209,0,0.0,0.0,0.0,4.976076555023924
British Airways,HEATHROW,NASHVILLE METROPOLITAN,4,29,1,0.0,0.0,0.03333333333333333,8.0
British Airways,GATWICK,ARRECIFE,10,29,0,0.0,0.0,0.0,30.0
Ryanair,STANSTED,COPENHAGEN,7,93,0,0.0,0.0,0.0,16.118279569892472
British Airways,HEATHROW,BRIDGETOWN,4,40,0,0.0,0.0,0.0,5.0
Aer Lingus,SOUTHAMPTON,BELFAST CITY (GEORGE BEST),11,48,0,0.0,0.0,0.0,15.0
Aer Lingus,LEEDS BRADFORD,DUBLIN,6,70,3,0.0,0.0,0.0410958904109589,18.0
Ryanair,MANCHESTER,FUERTEVENTURA,12,26,0,0.0,0.0,0.0,12.0
Ryanair,STANSTED,ALICANTE,3,91,0,0.0,0.0,0.0,12.0
Klm,BELFAST CITY (GEORGE BEST),AMSTERDAM,1,58,4,0.0,0.0,0.06451612903225806,10.0
Jet2.com,NEWCASTLE,TENERIFE (SURREINA SOFIA),3,46,0,0.0,0.0,0.0,19.0
Air Canada,HEATHROW,CALGARY,10,31,0,0.0,0.0,0.0,4.0
Loganair Ltd,GLASGOW,TIREE,6,55,6,0.0,0.0,0.09836065573770492,7.0
China Southern,HEATHROW,BEIJING DAXING INTERNATIONAL AIRPORT,12,31,0,0.0,0.0,0.0,4.0
Wizz Air,LUTON,BUDAPEST,6,90,0,0.0,0.0,0.0,11.0
Ryanair,STANSTED,IRELAND WEST(KNOCK),3,40,0,0.0,0.0,0.0,8.025
Ryanair,STANSTED,SHANNON,9,72,0,0.0,0.0,0.0,14.0
easyJet,GATWICK,COPENHAGEN,6,29,0,0.0,0.0,0.0,14.0
Aer Lingus,LIVERPOOL (JOHN LENNON),DUBLIN,8,53,1,0.0,0.0,0.018518518518518517,14.0
Wizz Air,LUTON,LARNACA,10,31,0,0.0,0.0,0.0,4.0
Air Malta,GATWICK,MALTA,6,30,0,0.0,0.0,0.0,0.0
El Al,HEATHROW,TEL AVIV,7,50,0,0.0,0.0,0.0,3.0
British Airways,GLASGOW,LONDON CITY,12,98,2,0.0,0.0,0.02,6.0
British Airways,LONDON CITY,FRANKFURT MAIN,4,65,0,0.0,0.0,0.0,3.9384615384615387
Ryanair,STANSTED,SOFIA,8,75,0,0.0,0.0,0.0,17.0
Jet2.com,EAST MIDLANDS INTERNATIONAL,PALMA DE MALLORCA,8,57,0,0.0,0.0,0.0,7.0
British Airways,HEATHROW,MARSEILLE,9,112,2,0.0,0.0,0.017543859649122806,17.0
Ryanair,STANSTED,BUCHAREST (OTOPENI),6,103,0,0.0,0.0,0.0,18.0
Ryanair,STANSTED,WARSAW (MODLIN MASOVIA),6,30,0,0.0,0.0,0.0,4.333333333333333
British Airways,HEATHROW,WARSAW (CHOPIN),5,79,0,0.0,0.0,0.0,3.0
Eurowings Luftverkehrs,BIRMINGHAM,DUSSELDORF,12,37,0,0.0,0.0,0.0,7.0
Tam Linhas Aereas,HEATHROW,SAO PAULO (GUARULHOS),6,30,0,0.0,0.0,0.0,9.0
China Southern,HEATHROW,BEIJING DAXING INTERNATIONAL AIRPORT,1,31,0,0.0,0.0,0.0,4.0
British Airways,HEATHROW,MIAMI INTERNATIONAL,12,62,0,0.0,0.0,0.0,9.0
British Airways,HEATHROW,BERLIN BRANDENBURG,2,200,2,0.0,0.0,0.009900990099009901,4.0
easyJet,GATWICK,PARIS (CHARLES DE GAULLE),4,121,3,0.0,0.0,0.024193548387096774,9.0
Loganair Ltd,EDINBURGH,KIRKWALL,7,62,2,0.0,0.0,0.03125,18.0
Ryanair,STANSTED,IRELAND WEST(KNOCK),7,43,0,0.0,0.0,0.0,14.0
Jet2.com,NEWCASTLE,PALMA DE MALLORCA,5,41,0,0.0,0.0,0.0,22.0
Norwegian Air Shuttle,EDINBURGH,OSLO (GARDERMOEN),4,42,0,0.0,0.0,0.0,11.0
Norwegian Air Sweden Ab,EDINBURGH,COPENHAGEN,4,35,0,0.0,0.0,0.0,5.0
easyJet,BRISTOL,TENERIFE (SURREINA SOFIA),6,31,0,0.0,0.0,0.0,12.0
easyJet,GATWICK,KRAKOW,2,36,0,0.0,0.0,0.0,12.0
Aer Lingus,GLASGOW,BELFAST CITY (GEORGE BEST),3,37,0,0.0,0.0,0.0,5.0
Wizz Air,LUTON,WARSAW (CHOPIN),3,84,0,0.0,0.0,0.0,4.0
Loganair Ltd,SOUTHAMPTON,NEWCASTLE,9,53,0,0.0,0.0,0.0,6.0
Lufthansa City Airlines Gmbh,HEATHROW,MUNICH,11,151,0,0.0,0.0,0.0,10.0
British Airways,HEATHROW,CHICAGO (O'HARE),3,57,5,0.0,0.0,0.08064516129032258,13.0
Wizz Air,LUTON,IASI,12,62,0,0.0,0.0,0.0,5.0
Ryanair,MANCHESTER,TENERIFE (SURREINA SOFIA),8,48,0,0.0,0.0,0.0,7.0
British Airways,HEATHROW,RIYADH,8,57,1,0.0,0.0,0.017241379310344827,8.0
British Airways,HEATHROW,ATLANTA,5,30,1,0.0,0.0,0.03225806451612903,22.0
Klm,LEEDS BRADFORD,AMSTERDAM,8,93,0,0.0,0.0,0.0,11.0
easyJet,MANCHESTER,TENERIFE (SURREINA SOFIA),2,59,0,0.0,0.0,0.0,7.0
Jet2.com,BELFAST INTERNATIONAL,TENERIFE (SURREINA SOFIA),3,31,0,0.0,0.0,0.0,4.0
easyJet,EDINBURGH,STANSTED,8,87,0,0.0,0.0,0.0,22.0
Lufthansa City Airlines Gmbh,BIRMINGHAM,MUNICH,2,36,2,0.0,0.0,0.05263157894736842,2.0
Ryanair,STANSTED,NUREMBERG,8,39,0,0.0,0.0,0.0,20.0
easyJet,GATWICK,GIBRALTAR,6,36,0,0.0,0.0,0.0,11.0
Loganair Ltd,GLASGOW,SUMBURGH,9,56,0,0.0,0.0,0.0,5.142857142857143
Jet2.com,STANSTED,TENERIFE (SURREINA SOFIA),12,31,0,0.0,0.0,0.0,10.0
easyJet,MANCHESTER,MALAGA,3,32,0,0.0,0.0,0.0,9.6875
British Airways,HEATHROW,MANCHESTER,4,194,0,0.0,0.0,0.0,6.0
Ryanair,STANSTED,BERGERAC,5,35,2,0.0,0.0,0.05405405405405406,8.857142857142858
Wizz Air,LUTON,BELGRADE,4,30,0,0.0,0.0,0.0,13.0
Air Canada,HEATHROW,HALIFAX INT,5,28,3,0.0,0.0,0.0967741935483871,7.0
easyJet,LUTON,BELFAST INTERNATIONAL,3,113,0,0.0,0.0,0.0,5.0
easyJet,GLASGOW,BELFAST INTERNATIONAL,5,109,0,0.0,0.0,0.0,4.0
easyJet,EDINBURGH,BELFAST INTERNATIONAL,11,111,0,0.0,0.0,0.0,5.0
easyJet,EDINBURGH,BIRMINGHAM,4,81,0,0.0,0.0,0.0,6.0
easyJet,NEWCASTLE,AMSTERDAM,2,28,0,0.0,0.0,0.0,5.0
Loganair Ltd,BIRMINGHAM,ABERDEEN,8,51,3,0.0,0.0,0.05555555555555555,5.0
Jet2.com,LEEDS BRADFORD,GENEVA,3,38,0,0.0,0.0,0.0,3.0
easyJet,ISLE OF MAN,GATWICK,11,55,0,0.0,0.0,0.0,6.0
easyJet,GATWICK,ARRECIFE,11,60,1,0.0,0.0,0.01639344262295082,13.0
Wizz Air,LUTON,PRAGUE,1,55,1,0.0,0.0,0.017857142857142856,20.0
Ryanair,STANSTED,PAPHOS,3,39,0,0.0,0.0,0.0,3.0
Wizz Air,LUTON,KAUNAS,6,30,0,0.0,0.0,0.0,3.0
Ryanair,STANSTED,STOCKHOLM (ARLANDA),11,43,0,0.0,0.0,0.0,8.0
easyJet,GATWICK,NICE,4,135,0,0.0,0.0,0.0,15.0
Ryanair,MANCHESTER,PRAGUE,1,41,1,0.0,0.0,0.023809523809523808,9.0
China Eastern Airlines,GATWICK,SHANGHAI (PU DONG),4,58,0,0.0,0.0,0.0,15.0
Juneyao Airlines,MANCHESTER,SHANGHAI (PU DONG),8,31,0,0.0,0.0,0.0,15.0
British Airways,HEATHROW,MARSEILLE,10,112,1,0.0,0.0,0.008849557522123894,13.0
Norwegian Air Shuttle,GATWICK,OSLO (GARDERMOEN),4,107,0,0.0,0.0,0.0,2.0
Loganair Ltd,NEWCASTLE,SOUTHAMPTON,11,55,0,0.0,0.0,0.0,9.0
easyJet,GATWICK,BELFAST CITY (GEORGE BEST),2,80,0,0.0,0.0,0.0,5.0
British Airways,HEATHROW,LARNACA,12,78,0,0.0,0.0,0.0,5.0
Ryanair,MANCHESTER,BERLIN BRANDENBURG,10,52,0,0.0,0.0,0.0,19.0
easyJet,BRISTOL,BARCELONA,3,50,0,0.0,0.0,0.0,7.52
British Airways,HEATHROW,THIRA (SANTORINI),6,40,0,0.0,0.0,0.0,4.0
Etihad Airways,MANCHESTER,ABU DHABI INTERNATIONAL,7,53,0,0.0,0.0,0.0,1.0
easyJet,BELFAST INTERNATIONAL,ALICANTE,3,31,1,0.0,0.0,0.03125,5.903225806451613
British Airways,LONDON CITY,FARO,8,32,0,0.0,0.0,0.0,1.0
Ryanair,STANSTED,VILNIUS,7,27,0,0.0,0.0,0.0,23.0
Jet2.com,MANCHESTER,HERAKLION,7,42,1,0.0,0.0,0.023255813953488372,36.0
easyJet,LUTON,ANTALYA,3,30,0,0.0,0.0,0.0,7.0
easyJet,LUTON,KEFLAVIK,3,41,0,0.0,0.0,0.0,2.0
Ryanair,MANCHESTER,CHARLEROI,12,79,0,0.0,0.0,0.0,13.683544303797468
Ryanair,LUTON,LUBLIN (PORT LOTNICZY),7,27,0,0.0,0.0,0.0,18.0
Ryanair,STANSTED,MALTA,7,58,0,0.0,0.0,0.0,43.98275862068966
Delta Airlines,HEATHROW,SEATTLE (TACOMA),4,30,0,0.0,0.0,0.0,14.0
Jet2.com,MANCHESTER,MALAGA,7,45,0,0.0,0.0,0.0,26.0
Aer Lingus,LEEDS BRADFORD,DUBLIN,2,62,2,0.0,0.0,0.03125,16.0
Ryanair,MANCHESTER,ALICANTE,7,110,0,0.0,0.0,0.0,24.8
Jet2.com,LIVERPOOL (JOHN LENNON),TENERIFE (SURREINA SOFIA),8,27,0,0.0,0.0,0.0,6.0
Aer Lingus,LIVERPOOL (JOHN LENNON),DUBLIN,9,50,1,0.0,0.0,0.0196078431372549,14.0
Wizz Air,LUTON,KRAKOW,7,31,0,0.0,0.0,0.0,1.0
Air France,HEATHROW,PARIS (CHARLES DE GAULLE),3,168,8,0.0,0.0,0.045454545454545456,9.0
easyJet,BIRMINGHAM,BELFAST INTERNATIONAL,11,105,1,0.0,0.0,0.009433962264150943,4.0
easyJet,GATWICK,VENICE,9,60,1,0.0,0.0,0.01639344262295082,19.0
easyJet,BRISTOL,INVERNESS,7,31,0,0.0,0.0,0.0,7.0
British Airways,HEATHROW,ZAGREB,6,26,0,0.0,0.0,0.0,14.0
British Airways,HEATHROW,FARO,5,73,0,0.0,0.0,0.0,10.0
Ryanair,BIRMINGHAM,CORK,3,25,0,0.0,0.0,0.0,9.0
Virgin Atlantic Airways Ltd,HEATHROW,MALE INTERNATIONAL,4,28,0,0.0,0.0,0.0,5.0
Ryanair,CARDIFF WALES,DUBLIN,9,26,0,0.0,0.0,0.0,17.0
British Airways,HEATHROW,ATHENS,11,119,0,0.0,0.0,0.0,4.0
British Airways,MANCHESTER,HEATHROW,3,239,11,0.0,0.0,0.044,7.0
Ryanair,LEEDS BRADFORD,MALAGA,9,34,1,0.0,0.0,0.02857142857142857,26.0
easyJet,MANCHESTER,PARIS (CHARLES DE GAULLE),2,122,0,0.0,0.0,0.0,16.147540983606557
easyJet,MANCHESTER,CORFU,5,27,0,0.0,0.0,0.0,16.0
Vueling,BIRMINGHAM,BARCELONA,4,27,0,0.0,0.0,0.0,7.0
easyJet,GATWICK,DUBROVNIK,4,42,2,0.0,0.0,0.045454545454545456,5.0
easyJet,BELFAST CITY (GEORGE BEST),GATWICK,9,81,0,0.0,0.0,0.0,18.0
Jet2.com,BIRMINGHAM,TENERIFE (SURREINA SOFIA),3,52,0,0.0,0.0,0.0,8.48076923076923
Emirates,MANCHESTER,DUBAI,1,93,3,0.0,0.0,0.03125,15.0
Aer Lingus,SOUTHAMPTON,DUBLIN,8,75,0,0.0,0.0,0.0,13.0
Swiss Airlines,MANCHESTER,ZURICH,3,67,0,0.0,0.0,0.0,6.0
Aer Lingus,MANCHESTER,NEW YORK (JF KENNEDY),5,30,1,0.0,0.0,0.03225806451612903,10.0
British Airways,HEATHROW,DUSSELDORF,8,84,1,0.0,0.0,0.011764705882352941,8.0
West Jet Airlines,HEATHROW,CALGARY,8,30,1,0.0,0.0,0.03225806451612903,16.0
Loganair Ltd,ABERDEEN,SUMBURGH,12,66,6,0.0,0.0,0.08333333333333333,8.0
Ryanair,LUTON,KRAKOW,7,30,1,0.0,0.0,0.03225806451612903,19.0
Air France,BIRMINGHAM,PARIS (CHARLES DE GAULLE),12,93,0,0.0,0.0,0.0,16.0
Etihad Airways,MANCHESTER,ABU DHABI INTERNATIONAL,2,40,0,0.0,0.0,0.0,8.0
Eurowings Luftverkehrs,HEATHROW,STUTTGART,1,79,1,0.0,0.0,0.0125,9.0
British Airways,JERSEY,GATWICK,4,52,0,0.0,0.0,0.0,3.0
easyJet,GATWICK,EDINBURGH,9,118,0,0.0,0.0,0.0,20.0
easyJet,GATWICK,MALTA,12,51,0,0.0,0.0,0.0,6.0
Emerald Airlines (Ireland) Limited,ISLE OF MAN,DUBLIN,6,58,1,0.0,0.0,0.01694915254237288,8.0
Israir Ltd,LUTON,TEL AVIV,10,27,0,0.0,0.0,0.0,24.0
easyJet,GATWICK,NANTES,11,41,0,0.0,0.0,0.0,4.0
Wizz Air,LUTON,LARNACA,12,31,0,0.0,0.0,0.0,3.0
Ryanair,STANSTED,PALERMO,11,34,0,0.0,0.0,0.0,11.0
Ryanair,EDINBURGH,FARO,8,27,0,0.0,0.0,0.0,9.0
easyJet,GATWICK,PRAGUE,10,40,0,0.0,0.0,0.0,14.0
Air France,HEATHROW,NICE,4,30,0,0.0,0.0,0.0,8.0
Vueling,MANCHESTER,BARCELONA,11,35,1,0.0,0.0,0.027777777777777776,13.0
Loganair Ltd,ISLE OF MAN,LONDON CITY,12,27,3,0.0,0.0,0.1,5.0
Lufthansa,HEATHROW,MUNICH,9,261,2,0.0,0.0,0.0076045627376425855,12.0
Emerald Airlines Uk Ltd,BELFAST CITY (GEORGE BEST),CARDIFF WALES,2,30,0,0.0,0.0,0.0,13.0
El Al,HEATHROW,TEL AVIV,5,47,0,0.0,0.0,0.0,7.0
Sas,BIRMINGHAM,COPENHAGEN,3,25,1,0.0,0.0,0.038461538461538464,3.0
British Airways,HEATHROW,TOULOUSE (BLAGNAC),8,85,0,0.0,0.0,0.0,7.0
Eurowings Luftverkehrs,BIRMINGHAM,DUSSELDORF,4,49,0,0.0,0.0,0.0,2.0
British Airways,HEATHROW,BILLUND,4,27,0,0.0,0.0,0.0,3.0
easyJet,EDINBURGH,NICE,6,29,0,0.0,0.0,0.0,54.0
Klm,NEWCASTLE,AMSTERDAM,7,123,1,0.0,0.0,0.008064516129032258,22.0
Ajet Hava Tasimaciligi Anonim Sirketi,STANSTED,ISTANBUL (SABIHA GOKCEN),8,93,0,0.0,0.0,0.0,10.0
easyJet,MANCHESTER,MALTA,6,30,0,0.0,0.0,0.0,18.0
Jet2.com,BRISTOL,TENERIFE (SURREINA SOFIA),2,40,0,0.0,0.0,0.0,11.0
Air Canada,HEATHROW,CALGARY,6,30,0,0.0,0.0,0.0,12.0
easyJet,GLASGOW,MALAGA,4,29,0,0.0,0.0,0.0,17.0
TUI Airways,GATWICK,DALAMAN,10,27,0,0.0,0.0,0.0,8.0
Ryanair,STANSTED,KAUNAS,2,25,0,0.0,0.0,0.0,18.0
Ryanair,MANCHESTER,MADRID,12,54,0,0.0,0.0,0.0,19.666666666666668
Air Transat,GLASGOW,TORONTO,8,31,0,0.0,0.0,0.0,6.0
Jet2.com,EAST MIDLANDS INTERNATIONAL,TENERIFE (SURREINA SOFIA),1,44,1,0.0,0.0,0.022222222222222223,12.0
Thy Turkish Airlines,HEATHROW,ISTANBUL,9,193,0,0.0,0.0,0.0,17.0
Cathay Pacific Airways,HEATHROW,HONG KONG (CHEK LAP KOK),10,154,1,0.0,0.0,0.0064516129032258064,19.0
Wizz Air,LUTON,KATOWICE,11,46,0,0.0,0.0,0.0,11.0
Emerald Airlines Uk Ltd,BELFAST CITY (GEORGE BEST),LEEDS BRADFORD,10,76,7,0.0,0.0,0.08433734939759036,13.0
Aurigny Air Services,SOUTHAMPTON,ALDERNEY,2,43,5,0.0,0.0,0.10416666666666667,10.0
Ryanair,MANCHESTER,BERLIN BRANDENBURG,5,53,0,0.0,0.0,0.0,11.90566037735849
Klm,CARDIFF WALES,AMSTERDAM,6,55,0,0.0,0.0,0.0,5.0
Ryanair,MANCHESTER,TENERIFE (SURREINA SOFIA),7,50,0,0.0,0.0,0.0,9.0
Lufthansa,HEATHROW,FRANKFURT MAIN,5,351,5,0.0,0.0,0.014044943820224719,7.0
Virgin Atlantic Airways Ltd,HEATHROW,NEW YORK (JF KENNEDY),6,187,5,0.0,0.0,0.026041666666666668,13.0
British Airways,LONDON CITY,BELFAST CITY (GEORGE BEST),5,68,0,0.0,0.0,0.0,4.0
easyJet,MANCHESTER,PALMA DE MALLORCA,5,57,0,0.0,0.0,0.0,14.333333333333334
British Airways,HEATHROW,PHILADELPHIA INTERNATIONAL,3,29,1,0.0,0.0,0.03333333333333333,14.0
Wizz Air,LUTON,CHISINAU INTERNATIONAL,7,47,0,0.0,0.0,0.0,9.0
Ryanair,STANSTED,RHODES,4,29,1,0.0,0.0,0.03333333333333333,12.758620689655173
easyJet,LUTON,JERSEY,8,45,0,0.0,0.0,0.0,13.0
Icelandair,MANCHESTER,KEFLAVIK,4,30,0,0.0,0.0,0.0,4.0
Wizz Air,LUTON,WROCLAW,12,27,0,0.0,0.0,0.0,7.0
Ryanair,LUTON,MALAGA,10,30,0,0.0,0.0,0.0,16.0
British Airways,HEATHROW,STOCKHOLM (ARLANDA),5,97,0,0.0,0.0,0.0,4.0
Swiss Airlines,HEATHROW,GENEVA,6,145,1,0.0,0.0,0.00684931506849315,11.0
Jet2.com,STANSTED,FUERTEVENTURA,8,26,0,0.0,0.0,0.0,4.0
British Airways,HEATHROW,BUENOS AIRES,12,31,0,0.0,0.0,0.0,4.0
British Airways,HEATHROW,HONG KONG (CHEK LAP KOK),10,31,0,0.0,0.0,0.0,4.0
British Airways,HEATHROW,WASHINGTON (DULLES),4,68,2,0.0,0.0,0.02857142857142857,11.0
Loganair Ltd,MANCHESTER,ISLE OF MAN,9,59,0,0.0,0.0,0.0,6.0
